applicant_name,career_stage,country,first_time,gender,subfield
George Cooks,junior-faculty,OECD,returning,male,exoplanets
Robert Fischer,junior-faculty,OECD,first_time,male,cosmology
Martin Besse,junior-faculty,OECD,returning,male,
Richard Wade,junior-faculty,OECD,returning,male,cosmology
James Cole,junior-faculty,OECD,first_time,male,cosmology
Melvin Bone,junior-faculty,OECD,first_time,male,cosmology
Freddy Olson,senior-faculty,OECD,returning,male,astrophysics
George Pyles,junior-faculty,OECD,returning,male,cosmology
Jeffrey Gang,senior-faculty,OECD,returning,male,astrophysics
Christopher Cena,student,non-OECD,returning,male,exoplanets
Mark Bowen,junior-faculty,OECD,returning,male,cosmology
Andrew Polanco,junior-faculty,OECD,first_time,male,cosmology
Brett Hobden,student,OECD,first_time,male,astrophysics
Shannon Pangallo,junior-faculty,OECD,returning,,cosmology
Timmy Reyes,junior-faculty,non-OECD,returning,male,astrophysics
Dennis Silva,junior-faculty,OECD,returning,male,astrophysics
Clarence Sowers,junior-faculty,OECD,first_time,male,cosmology
Ronnie Hurlbut,junior-faculty,OECD,returning,,cosmology
Edward Arnold,student,,first_time,male,cosmology
Charles Hiatt,,OECD,returning,male,cosmology
Sheryl Carter,senior-faculty,OECD,first_time,female,exoplanets
Jeannine Serna,junior-faculty,OECD,returning,female,exoplanets
Marlene Fleming,junior-faculty,OECD,returning,female,exoplanets
Judith Ball,junior-faculty,OECD,returning,female,exoplanets
Ella Harmon,senior-faculty,OECD,first_time,other,cosmology
Edward Agosta,student,OECD,returning,male,cosmology
Ramonita Pickens,junior-faculty,OECD,returning,female,astrophysics
Thomas Woody,junior-faculty,non-OECD,returning,male,cosmology
Anthony Bayne,student,OECD,returning,male,astrophysics
Jose Rea,junior-faculty,OECD,first_time,male,astrophysics
Charles Isom,junior-faculty,OECD,first_time,male,exoplanets
Jeff Redden,junior-faculty,OECD,returning,male,solar
Joseph Ogle,student,non-OECD,returning,male,cosmology
Jared Harris,junior-faculty,OECD,first_time,male,astrophysics
Eugene Bailey,senior-faculty,OECD,returning,other,astrophysics
Mary Durham,junior-faculty,OECD,first_time,female,cosmology
Corey Wilkes,junior-faculty,OECD,returning,male,cosmology
David Harmon,senior-faculty,OECD,returning,male,astrophysics
Gary Barger,senior-faculty,OECD,returning,male,solar
Joseph Stlaurent,junior-faculty,OECD,returning,male,cosmology
Xavier Crary,junior-faculty,OECD,returning,male,cosmology
Rene Greenup,junior-faculty,OECD,returning,male,cosmology
Chad Davis,senior-faculty,OECD,first_time,male,cosmology
Toby Lowery,junior-faculty,OECD,first_time,male,cosmology
Olivia Reamy,senior-faculty,OECD,first_time,female,astrophysics
David Powell,junior-faculty,OECD,first_time,male,cosmology
Micah Spears,senior-faculty,non-OECD,returning,male,cosmology
Ulysses Mullen,junior-faculty,OECD,returning,male,astrophysics
Betty Santiago,junior-faculty,OECD,returning,female,solar
Heidi Bernard,junior-faculty,OECD,first_time,female,cosmology
Henry Fitch,junior-faculty,OECD,returning,male,cosmology
Richard Robertson,junior-faculty,OECD,returning,male,astrophysics
Thomas Ross,junior-faculty,OECD,returning,male,cosmology
Sean Jones,junior-faculty,OECD,returning,male,cosmology
Ramon Hartwell,student,OECD,first_time,male,cosmology
George Woods,junior-faculty,OECD,first_time,male,cosmology
Christian Melle,junior-faculty,OECD,first_time,male,
Gerald Merritt,senior-faculty,OECD,returning,male,solar
Jeremiah Bohannon,senior-faculty,OECD,returning,other,astrophysics
Robert Parker,junior-faculty,OECD,returning,male,astrophysics
Charles Francis,junior-faculty,OECD,returning,male,cosmology
Katharine Bagdon,junior-faculty,OECD,returning,female,cosmology
Danny Mcpeak,student,OECD,returning,male,cosmology
Justin Ward,senior-faculty,OECD,first_time,male,cosmology
Paul Maeder,junior-faculty,OECD,first_time,other,cosmology
Ronald Gardiner,junior-faculty,OECD,first_time,male,cosmology
Viola Reeves,student,non-OECD,returning,female,cosmology
Robert Linstrom,junior-faculty,OECD,returning,male,astrophysics
Ray Christenson,junior-faculty,OECD,first_time,male,exoplanets
Roger Altom,junior-faculty,OECD,returning,male,cosmology
Willard Moran,senior-faculty,OECD,returning,other,cosmology
Charles Spivey,junior-faculty,OECD,returning,male,astrophysics
Johnny Griffin,student,OECD,returning,male,cosmology
Kelly Marcotte,student,OECD,first_time,female,exoplanets
Jerry Schott,senior-faculty,OECD,first_time,male,cosmology
Oscar Campbell,student,OECD,returning,male,cosmology
Phillip Mcdonald,junior-faculty,OECD,first_time,male,cosmology
Willie Dollar,senior-faculty,OECD,returning,male,cosmology
Rita Alcorn,junior-faculty,OECD,returning,female,exoplanets
Laura Mejia,junior-faculty,OECD,first_time,female,
Joseph White,junior-faculty,OECD,first_time,male,solar
Peter Johnson,student,OECD,returning,male,astrophysics
Chris Robertson,junior-faculty,OECD,returning,,exoplanets
Ray Lewis,student,OECD,returning,male,exoplanets
Steven Comer,junior-faculty,OECD,first_time,male,cosmology
John Quinones,junior-faculty,OECD,returning,male,solar
Matthew Harper,junior-faculty,OECD,first_time,male,solar
Jon Farrow,junior-faculty,non-OECD,returning,male,astrophysics
James Chang,junior-faculty,OECD,first_time,male,astrophysics
Scott Kelley,junior-faculty,OECD,first_time,male,astrophysics
Danny Burk,junior-faculty,OECD,first_time,male,cosmology
Peter Nattiah,junior-faculty,OECD,returning,male,cosmology
Bernard Pollina,senior-faculty,OECD,first_time,male,cosmology
Todd Miller,senior-faculty,OECD,returning,male,cosmology
Thomas Newkirk,senior-faculty,OECD,returning,male,astrophysics
Paul Bibbins,junior-faculty,OECD,returning,male,cosmology
Albert Corum,junior-faculty,OECD,returning,male,astrophysics
Jason Hausler,junior-faculty,OECD,returning,male,cosmology
Abby Fleischmann,junior-faculty,OECD,first_time,female,cosmology
Henry Dotson,student,OECD,returning,male,astrophysics
David Brooks,junior-faculty,OECD,returning,male,cosmology
John Banks,senior-faculty,OECD,first_time,male,cosmology
Ray Matthews,junior-faculty,OECD,returning,male,astrophysics
Gertrude Hathaway,student,OECD,first_time,female,
Richard Brodersen,junior-faculty,OECD,first_time,male,
Steve Chavez,junior-faculty,OECD,first_time,male,
Edward Stacey,junior-faculty,OECD,first_time,male,cosmology
Antonio Small,student,OECD,first_time,male,cosmology
Robert Tompkins,junior-faculty,OECD,returning,male,cosmology
Joseph Stephens,junior-faculty,non-OECD,returning,male,cosmology
Morgan Ha,junior-faculty,OECD,first_time,male,cosmology
Steven Rison,senior-faculty,OECD,returning,male,astrophysics
Mary Robledo,junior-faculty,OECD,first_time,female,exoplanets
Trevor Swedlund,senior-faculty,OECD,returning,male,exoplanets
Michael Ross,junior-faculty,OECD,first_time,male,cosmology
Natalie Burgess,senior-faculty,OECD,returning,female,cosmology
Darrell Weaver,junior-faculty,,returning,male,exoplanets
John Richardson,junior-faculty,OECD,returning,male,cosmology
Ruth Shumaker,senior-faculty,non-OECD,returning,other,cosmology
Matthew Mcclelland,junior-faculty,OECD,returning,male,
Michele Huelskamp,,OECD,first_time,female,cosmology
Rachel Lima,senior-faculty,OECD,returning,female,
Mary Anderson,junior-faculty,OECD,returning,female,astrophysics
Patricia Weimer,senior-faculty,OECD,returning,other,astrophysics
Loren Mcelyea,senior-faculty,OECD,returning,male,exoplanets
Carlos Horton,junior-faculty,OECD,returning,male,cosmology
Brian Martinez,junior-faculty,OECD,first_time,male,exoplanets
Daniel Brain,junior-faculty,OECD,returning,male,astrophysics
Trevor Stevenson,junior-faculty,OECD,returning,male,exoplanets
Matthew Tasler,senior-faculty,OECD,returning,male,cosmology
Donald Hilyard,senior-faculty,OECD,first_time,male,solar
Dennis Green,senior-faculty,OECD,returning,male,cosmology
Travis Quinlan,junior-faculty,OECD,returning,male,cosmology
Harold Williams,student,OECD,returning,other,cosmology
Andrea Wike,junior-faculty,OECD,returning,female,cosmology
Clara Smith,junior-faculty,OECD,returning,female,cosmology
Marcelino Odell,senior-faculty,OECD,returning,male,exoplanets
Edgar Levins,junior-faculty,OECD,returning,male,cosmology
David Nolan,junior-faculty,,first_time,male,cosmology
Frankie Wilson,senior-faculty,OECD,returning,male,cosmology
Glen Kuehl,senior-faculty,OECD,returning,male,astrophysics
Virginia Mcmullen,senior-faculty,OECD,returning,other,cosmology
Richard Moore,junior-faculty,OECD,first_time,male,cosmology
Steven Corey,senior-faculty,OECD,returning,male,cosmology
Richard Mcclain,student,OECD,returning,male,exoplanets
James Devaney,junior-faculty,non-OECD,first_time,male,exoplanets
Carla Richard,senior-faculty,OECD,first_time,female,cosmology
Ted Vanbuskirk,junior-faculty,OECD,first_time,,cosmology
Faye Mendoza,senior-faculty,OECD,first_time,female,cosmology
Richard Moss,junior-faculty,OECD,returning,male,cosmology
Edward Rodriguez,junior-faculty,OECD,first_time,male,cosmology
Kenneth Monarez,junior-faculty,OECD,returning,male,cosmology
June Casillas,junior-faculty,OECD,returning,female,cosmology
Theresa Uttley,student,OECD,returning,female,astrophysics
Richard Scott,junior-faculty,OECD,returning,male,cosmology
Raymond Upchurch,junior-faculty,OECD,first_time,male,exoplanets
Derek Gunn,senior-faculty,OECD,first_time,male,cosmology
Rene Carmona,senior-faculty,OECD,returning,male,cosmology
Justin Stauber,senior-faculty,OECD,returning,male,astrophysics
Christian Long,junior-faculty,OECD,returning,male,exoplanets
Scott Smith,junior-faculty,OECD,returning,male,cosmology
Herman Chisholm,junior-faculty,OECD,first_time,male,cosmology
Charles Smith,junior-faculty,OECD,first_time,male,astrophysics
Norman Davis,student,OECD,returning,male,cosmology
Julio Mahnken,senior-faculty,non-OECD,returning,male,exoplanets
Beulah Huland,senior-faculty,OECD,returning,female,cosmology
Gisele Pennington,junior-faculty,non-OECD,first_time,female,cosmology
George Smith,junior-faculty,OECD,first_time,male,astrophysics
Robert Burton,junior-faculty,OECD,returning,male,solar
