career_stage,country,first_time,gender,name,subfield
senior-faculty,OECD,returning,female,Shirley Long,astrophysics
senior-faculty,OECD,first_time,female,Jennifer Muckle,exoplanets
senior-faculty,OECD,first_time,female,Susanna Malone,cosmology
junior-faculty,OECD,returning,male,Lloyd Ramirez,astrophysics
senior-faculty,OECD,returning,female,Sandra Galloway,solar
senior-faculty,OECD,returning,male,Alexander Dejesus,cosmology
junior-faculty,OECD,first_time,female,Karen Muhammad,cosmology
junior-faculty,OECD,first_time,female,Ruth Padilla,solar
junior-faculty,OECD,first_time,female,Darline Tyer,astrophysics
senior-faculty,OECD,returning,male,John Lasure,cosmology
junior-faculty,OECD,first_time,female,Christian Vereen,solar
senior-faculty,OECD,first_time,female,Emilee Castaneda,cosmology
grad-student,OECD,first_time,female,Deborah Grant,cosmology
junior-faculty,non-OECD,first_time,male,Robert Sofranko,exoplanets
grad-student,OECD,first_time,male,Juan Ewing,astrophysics
junior-faculty,non-OECD,first_time,male,Jason Jones,exoplanets
grad-student,OECD,first_time,female,Carolyn White,cosmology
grad-student,OECD,returning,female,Jacqueline Austerberry,exoplanets
grad-student,OECD,first_time,female,Ramona Whirry,cosmology
junior-faculty,OECD,first_time,male,Stanley Woods,cosmology
grad-student,OECD,first_time,male,Marcus Mason,exoplanets
senior-faculty,OECD,returning,male,John Gomez,cosmology
grad-student,OECD,first_time,female,Norma Higgins,solar
senior-faculty,OECD,returning,male,Ronald Williams,solar
senior-faculty,OECD,returning,female,Carla Hartly,cosmology
senior-faculty,OECD,returning,female,Gertrude Dolphin,astrophysics
grad-student,OECD,returning,male,John Gray,cosmology
senior-faculty,OECD,first_time,female,Bonnie Kinnison,cosmology
junior-faculty,OECD,first_time,male,David Thompson,astrophysics
junior-faculty,OECD,returning,male,Michael Ochoa,cosmology
junior-faculty,OECD,,male,Allen Flaming,exoplanets
senior-faculty,,first_time,female,Janet Bourgeois,exoplanets
junior-faculty,non-OECD,first_time,male,Wendell Williams,astrophysics
junior-faculty,OECD,first_time,male,Ervin Wheeler,solar
junior-faculty,OECD,returning,female,Gertrude Moeller,cosmology
junior-faculty,OECD,returning,female,Christine Huitink,astrophysics
grad-student,OECD,returning,male,Robert Triplett,exoplanets
grad-student,OECD,first_time,,Donald Watters,astrophysics
junior-faculty,OECD,first_time,male,Clinton Jones,exoplanets
grad-student,non-OECD,returning,male,Jason Singletary,solar
senior-faculty,OECD,first_time,female,Violet Gerber,solar
senior-faculty,OECD,first_time,male,Kyle Moore,cosmology
grad-student,OECD,returning,female,Marilyn Howard,cosmology
grad-student,OECD,returning,male,Joel Hooker,cosmology
senior-faculty,OECD,,female,Tiffany Hemmingsen,cosmology
senior-faculty,OECD,returning,male,Bryce Degroot,solar
senior-faculty,OECD,returning,male,John Steger,astrophysics
grad-student,non-OECD,returning,male,Ricardo Gonzalez,cosmology
senior-faculty,OECD,returning,male,Robert Meskill,solar
junior-faculty,OECD,returning,female,Cindy Moser,astrophysics
junior-faculty,OECD,first_time,male,Elbert Vanwingerden,astrophysics
senior-faculty,OECD,returning,female,Sandra Johns,cosmology
grad-student,OECD,returning,female,Sara Weaver,cosmology
junior-faculty,OECD,first_time,female,Marjorie Hennings,solar
grad-student,OECD,returning,male,Andrew Snelson,solar
junior-faculty,OECD,first_time,female,Casandra Bird,astrophysics
senior-faculty,OECD,first_time,male,David Carbone,cosmology
senior-faculty,OECD,first_time,female,Maria Hayes,astrophysics
senior-faculty,OECD,first_time,female,Cynthia Martinez,exoplanets
grad-student,OECD,returning,male,Luis Horstman,exoplanets
junior-faculty,OECD,first_time,male,Michael Walker,astrophysics
grad-student,OECD,returning,female,Odette Jarrell,solar
junior-faculty,OECD,returning,female,Judy Ganong,astrophysics
senior-faculty,OECD,first_time,female,Sheena Caraballo,
grad-student,non-OECD,first_time,female,Penni Price,solar
senior-faculty,OECD,returning,male,James Parker,cosmology
senior-faculty,OECD,first_time,,Thomas Patrylak,cosmology
senior-faculty,OECD,returning,male,Louis Wilcox,solar
senior-faculty,OECD,first_time,male,Michael Mcdaniel,exoplanets
grad-student,,returning,female,Mary Dodson,solar
senior-faculty,OECD,returning,male,Virgil Martin,astrophysics
senior-faculty,OECD,first_time,male,Karl Hill,cosmology
senior-faculty,OECD,first_time,female,Shelby Barrows,solar
grad-student,OECD,returning,female,Suzanne Jones,exoplanets
senior-faculty,OECD,returning,male,Brett Lee,cosmology
grad-student,OECD,returning,female,Sandra Goff,solar
junior-faculty,OECD,returning,other,Robert Eng,solar
senior-faculty,OECD,returning,male,Wm Carroll,cosmology
grad-student,OECD,returning,male,Thomas Marroquin,exoplanets
junior-faculty,OECD,first_time,male,Mark Laduke,cosmology
senior-faculty,non-OECD,returning,female,Elizabeth Wright,solar
junior-faculty,OECD,returning,male,Howard Broussard,astrophysics
grad-student,OECD,first_time,male,Thomas Diggs,cosmology
junior-faculty,non-OECD,first_time,male,Jose Matthews,solar
grad-student,OECD,first_time,female,Dora Bornhorst,cosmology
senior-faculty,OECD,returning,female,Latricia Follick,solar
senior-faculty,OECD,first_time,female,Cheryle Albritton,astrophysics
junior-faculty,OECD,first_time,female,Judy Gutierrez,astrophysics
junior-faculty,OECD,returning,female,Linda Groys,solar
grad-student,OECD,returning,male,David Ashley,solar
grad-student,OECD,first_time,male,Terry Matias,astrophysics
senior-faculty,OECD,first_time,male,Ivory Cohen,cosmology
junior-faculty,OECD,first_time,female,Josephine Hutchins,exoplanets
grad-student,OECD,first_time,female,Patricia Gonzalez,
senior-faculty,OECD,first_time,male,David Galvan,solar
junior-faculty,OECD,first_time,other,Jose From,astrophysics
senior-faculty,OECD,returning,female,Mia Thomas,solar
senior-faculty,OECD,returning,,Charles Armitage,exoplanets
junior-faculty,OECD,first_time,male,Randy Beaty,astrophysics
senior-faculty,OECD,first_time,female,Alaina Maust,solar
senior-faculty,OECD,returning,male,John Queener,astrophysics
grad-student,OECD,returning,female,Moon Hamilton,exoplanets
junior-faculty,OECD,first_time,female,Bobbie Sawyer,astrophysics
grad-student,non-OECD,first_time,male,Rodney Fuller,cosmology
junior-faculty,OECD,first_time,female,Judy Todd,astrophysics
junior-faculty,non-OECD,returning,male,Craig Doud,solar
junior-faculty,OECD,returning,female,Phyllis Brainard,solar
grad-student,OECD,first_time,male,Bryan Wong,exoplanets
junior-faculty,OECD,first_time,female,Lorri Butler,exoplanets
junior-faculty,OECD,first_time,male,Robert Pralle,solar
senior-faculty,non-OECD,first_time,female,Gail Bailey,exoplanets
senior-faculty,,returning,female,Anna Eklund,solar
senior-faculty,OECD,returning,female,Donna Pleasant,astrophysics
junior-faculty,OECD,first_time,female,Erica Barra,astrophysics
grad-student,OECD,first_time,female,Mary Rusten,astrophysics
senior-faculty,OECD,returning,female,Louise Strong,cosmology
senior-faculty,OECD,returning,female,Christine Gagnon,astrophysics
junior-faculty,OECD,returning,female,Christine Chasten,exoplanets
grad-student,OECD,returning,female,Darlene Hernandez,astrophysics
junior-faculty,OECD,returning,male,Irwin Mccoy,exoplanets
grad-student,non-OECD,returning,male,Michael Ralston,cosmology
grad-student,OECD,first_time,female,Stacy Aleo,exoplanets
senior-faculty,non-OECD,first_time,female,Josephine Braithwaite,exoplanets
junior-faculty,OECD,first_time,male,James Yashinski,cosmology
junior-faculty,OECD,returning,female,Dorothy Kinsley,cosmology
grad-student,OECD,first_time,male,Michael Bowens,astrophysics
senior-faculty,non-OECD,first_time,male,Joseph White,astrophysics
grad-student,OECD,first_time,female,Mary Ewing,cosmology
senior-faculty,OECD,first_time,male,Charles Montenegro,astrophysics
grad-student,OECD,returning,female,Shirley Kumm,solar
senior-faculty,OECD,first_time,female,Florence Romero,solar
junior-faculty,non-OECD,first_time,female,Tina Main,
junior-faculty,OECD,returning,female,Louise Howard,astrophysics
senior-faculty,OECD,returning,female,Pearl Hickman,cosmology
senior-faculty,OECD,first_time,male,Jimmy Robinson,exoplanets
grad-student,OECD,first_time,female,Lauren Mccoy,solar
senior-faculty,OECD,returning,male,Calvin Mitchel,cosmology
senior-faculty,OECD,first_time,male,Mark Lozon,exoplanets
junior-faculty,OECD,returning,male,Eugene Raczka,exoplanets
junior-faculty,OECD,returning,female,Gladys Stephens,exoplanets
grad-student,OECD,returning,female,Lorraine Leblanc,exoplanets
senior-faculty,,first_time,female,Maria Bohne,exoplanets
senior-faculty,non-OECD,first_time,male,Jeffrey Cox,astrophysics
junior-faculty,OECD,first_time,male,Greg Negron,exoplanets
senior-faculty,OECD,first_time,male,James Fike,solar
junior-faculty,OECD,returning,male,Todd Malton,cosmology
grad-student,OECD,first_time,male,Roger Schmidt,cosmology
junior-faculty,OECD,first_time,female,Sheila Sherman,
grad-student,OECD,returning,male,Brian Villalobos,exoplanets
junior-faculty,non-OECD,first_time,female,Rebecca Mcgarvey,exoplanets
senior-faculty,non-OECD,returning,female,Stevie Vanschaick,cosmology
grad-student,OECD,first_time,female,Martha Mclaughlin,astrophysics
junior-faculty,OECD,first_time,female,Marie Grant,solar
junior-faculty,OECD,first_time,male,Travis Morales,cosmology
grad-student,OECD,returning,male,Clifford Lewis,astrophysics
junior-faculty,OECD,,female,Brenda Brown,exoplanets
grad-student,OECD,first_time,male,Jorge Denny,solar
senior-faculty,OECD,returning,female,Phyllis Little,solar
senior-faculty,OECD,returning,male,James Briant,exoplanets
senior-faculty,non-OECD,first_time,male,Carter Ruiz,solar
grad-student,OECD,first_time,female,Valerie Kelley,solar
junior-faculty,OECD,first_time,male,Douglas Johnson,exoplanets
junior-faculty,OECD,returning,male,Michael Martinez,solar
junior-faculty,OECD,first_time,male,Larry Pardo,solar
grad-student,OECD,returning,male,James Pham,solar
senior-faculty,OECD,first_time,male,Ian Knight,astrophysics
grad-student,OECD,,female,Carmela Hanson,cosmology
grad-student,OECD,returning,female,Claudia Brown,exoplanets
senior-faculty,OECD,returning,male,Philip Tobias,cosmology
junior-faculty,OECD,first_time,female,Anna Sager,cosmology
grad-student,OECD,returning,male,Christopher Elick,solar
senior-faculty,OECD,returning,female,Janet Scalf,solar
grad-student,OECD,returning,female,Dixie Perkins,astrophysics
junior-faculty,OECD,returning,male,Scott Molina,astrophysics
grad-student,OECD,first_time,female,Cara Parman,
junior-faculty,OECD,first_time,male,John Strickland,cosmology
senior-faculty,OECD,first_time,female,Beatrice Alexander,cosmology
grad-student,OECD,returning,male,Leon Blalock,cosmology
senior-faculty,non-OECD,returning,male,Dean Lofaro,solar
junior-faculty,OECD,returning,female,Blondell Swain,cosmology
grad-student,OECD,first_time,female,Denise Loring,cosmology
junior-faculty,non-OECD,first_time,male,David Castro,astrophysics
,OECD,,male,Robert Tyson,astrophysics
junior-faculty,OECD,first_time,female,Willie Kronenberg,exoplanets
junior-faculty,OECD,first_time,male,George Mandel,astrophysics
senior-faculty,OECD,returning,,Gary Neilson,exoplanets
senior-faculty,OECD,first_time,female,Julia Colgan,astrophysics
grad-student,OECD,first_time,male,Frank Rodman,solar
junior-faculty,OECD,first_time,male,Robert Mcneil,cosmology
senior-faculty,OECD,returning,male,Steve Bennett,exoplanets
junior-faculty,OECD,returning,male,John Smith,exoplanets
grad-student,OECD,first_time,male,William Junkins,exoplanets
grad-student,OECD,returning,male,Kirk Pontbriand,exoplanets
junior-faculty,OECD,returning,male,Benedict Albers,astrophysics
senior-faculty,OECD,returning,female,Myra Hickman,cosmology
junior-faculty,OECD,returning,male,James Rayos,exoplanets
junior-faculty,non-OECD,first_time,female,Patricia Torres,astrophysics
,OECD,first_time,female,Susan Artis,astrophysics
senior-faculty,OECD,first_time,male,Michael Munger,solar
grad-student,OECD,returning,female,Doris Bond,exoplanets
grad-student,OECD,returning,female,Maria Cluff,solar
grad-student,OECD,first_time,male,Tom Looper,astrophysics
,OECD,first_time,female,Cary Rezak,exoplanets
senior-faculty,OECD,first_time,male,Ryan Kurkowski,solar
grad-student,OECD,returning,male,John Andersen,astrophysics
grad-student,OECD,first_time,female,Sandra Santiago,solar
junior-faculty,OECD,first_time,female,Lara Swelgart,solar
junior-faculty,OECD,first_time,female,Ruth Richardson,
senior-faculty,OECD,first_time,male,James White,astrophysics
grad-student,non-OECD,returning,male,John Mayhew,cosmology
junior-faculty,OECD,returning,female,Pamela Reynolds,cosmology
junior-faculty,OECD,returning,male,Aaron Willis,solar
senior-faculty,OECD,first_time,female,Lauren Mitchell,solar
senior-faculty,OECD,returning,female,Evelyn Abernathy,
senior-faculty,OECD,returning,female,Gail Evers,exoplanets
grad-student,OECD,first_time,female,Kristen Hokenson,exoplanets
junior-faculty,OECD,returning,male,Jack Baur,astrophysics
grad-student,OECD,first_time,female,Carmen Mclaurin,astrophysics
junior-faculty,OECD,first_time,female,Juanita Napier,astrophysics
junior-faculty,OECD,returning,female,Kimberly Tiry,astrophysics
grad-student,OECD,first_time,male,Ryan Humphrey,cosmology
grad-student,OECD,first_time,female,Tatiana Jordan,cosmology
junior-faculty,OECD,first_time,female,Evelyn Brower,solar
