applicant_name,career_stage,country,first_time,gender,subfield
Liliana Brown,junior-faculty,OECD,returning,female,cosmology
Thomas Patton,junior-faculty,OECD,returning,male,astrophysics
Jesus Hamilton,junior-faculty,OECD,first_time,male,exoplanets
Mary Conway,junior-faculty,OECD,returning,female,exoplanets
John Colvin,junior-faculty,,first_time,male,exoplanets
Martha Williams,junior-faculty,OECD,first_time,female,solar
Darrin Kaune,senior-faculty,OECD,first_time,male,cosmology
Rosemarie Hawthorne,junior-faculty,OECD,returning,female,exoplanets
Edwin Langford,junior-faculty,OECD,first_time,male,exoplanets
Bertha Swearingen,senior-faculty,OECD,returning,other,exoplanets
Albert Owens,junior-faculty,OECD,returning,male,solar
Mark Freeman,junior-faculty,non-OECD,first_time,male,cosmology
William Acton,senior-faculty,OECD,first_time,male,solar
Johnathan Scovil,junior-faculty,OECD,returning,male,
Steven Martin,senior-faculty,OECD,returning,male,astrophysics
Carol Rivera,junior-faculty,OECD,returning,female,exoplanets
Rudy Davis,senior-faculty,OECD,returning,male,astrophysics
Kevin Ensign,junior-faculty,,returning,male,cosmology
Joseph Richmond,junior-faculty,OECD,returning,male,cosmology
Hunter Fritsch,junior-faculty,OECD,returning,male,solar
Elizabeth Orozco,junior-faculty,OECD,first_time,female,cosmology
Jared Spalla,junior-faculty,OECD,returning,male,cosmology
James Escobar,junior-faculty,OECD,first_time,male,solar
Jennifer Richards,senior-faculty,OECD,returning,female,solar
Michael Westphalen,junior-faculty,OECD,returning,male,astrophysics
Rosemarie Mitchell,junior-faculty,OECD,first_time,female,exoplanets
Bonnie Sykes,senior-faculty,non-OECD,returning,female,exoplanets
Steven Meierhofer,junior-faculty,OECD,first_time,male,astrophysics
Eric Johnson,junior-faculty,OECD,first_time,male,cosmology
Charles Williamson,student,OECD,first_time,male,exoplanets
Becky Seip,student,OECD,returning,female,solar
Benjamin Montgomery,junior-faculty,OECD,first_time,male,astrophysics
Leonard Harris,junior-faculty,OECD,first_time,male,astrophysics
Sylvia Derrick,junior-faculty,OECD,first_time,other,exoplanets
Phil Bevelacqua,junior-faculty,OECD,first_time,male,cosmology
Amy Charron,junior-faculty,OECD,returning,other,solar
Michael Urban,student,OECD,returning,male,solar
Lyle Lewis,junior-faculty,OECD,first_time,male,cosmology
Edward Ortiz,junior-faculty,non-OECD,returning,male,exoplanets
Nicholas Huff,student,,returning,male,cosmology
Margaret Eastham,senior-faculty,OECD,returning,female,cosmology
James Nenno,junior-faculty,OECD,returning,male,solar
Allen Ragan,junior-faculty,OECD,returning,male,cosmology
Bradley Alcantara,senior-faculty,OECD,first_time,male,solar
Floyd Petersen,junior-faculty,OECD,returning,male,solar
Juan Duerr,junior-faculty,OECD,returning,male,solar
Delbert Hall,senior-faculty,OECD,first_time,male,astrophysics
Duane Slayman,junior-faculty,OECD,first_time,male,astrophysics
Joe Johnson,student,OECD,first_time,male,exoplanets
Mary Holme,senior-faculty,OECD,first_time,female,cosmology
Carl Sapp,senior-faculty,OECD,first_time,male,astrophysics
Mark Cornelius,junior-faculty,OECD,returning,male,exoplanets
