applicant_name,career_stage,country,first_time,gender,subfield
Douglas Hall,senior-faculty,OECD,first_time,male,solar
Robert Honey,junior-faculty,non-OECD,first_time,male,astrophysics
Dave Mccrary,junior-faculty,OECD,first_time,male,cosmology
Robert Manuel,student,OECD,returning,male,solar
Ryan Tucker,junior-faculty,OECD,returning,male,solar
John Ross,student,non-OECD,returning,male,exoplanets
Steven Key,student,non-OECD,first_time,male,solar
Mark Pickert,,OECD,returning,other,exoplanets
Leon Taylor,junior-faculty,OECD,,male,astrophysics
Jennifer Rader,student,OECD,first_time,female,exoplanets
Kristofer Danker,senior-faculty,non-OECD,returning,male,cosmology
Frank Lambert,senior-faculty,non-OECD,first_time,male,exoplanets
John Tondreau,senior-faculty,non-OECD,first_time,other,solar
Jonathan Merrill,senior-faculty,OECD,returning,male,solar
Jodi Peay,student,non-OECD,returning,female,solar
John Eckhart,student,non-OECD,returning,male,exoplanets
Samuel Martinez,senior-faculty,non-OECD,returning,male,exoplanets
Bruce Metheny,student,non-OECD,returning,male,exoplanets
David Harper,junior-faculty,OECD,first_time,male,cosmology
Joshua Parent,student,non-OECD,returning,male,exoplanets
Brenda Wyman,senior-faculty,non-OECD,returning,female,astrophysics
Mae York,junior-faculty,OECD,first_time,other,exoplanets
Anthony Ruka,senior-faculty,OECD,first_time,male,exoplanets
Eugene Peatross,senior-faculty,OECD,returning,male,astrophysics
Todd Leigh,junior-faculty,OECD,returning,male,cosmology
Danielle Mccammon,student,non-OECD,first_time,female,cosmology
Evan Gardin,junior-faculty,OECD,returning,male,exoplanets
John Wallace,junior-faculty,non-OECD,first_time,male,astrophysics
Barbara Tranter,senior-faculty,non-OECD,first_time,female,exoplanets
Candice Goff,senior-faculty,OECD,returning,other,cosmology
Linda Mckee,student,non-OECD,first_time,female,exoplanets
William Yang,junior-faculty,OECD,returning,male,astrophysics
Orval Lynch,student,non-OECD,first_time,male,astrophysics
Peter Best,student,OECD,returning,male,astrophysics
Dora Hernandez,student,OECD,first_time,female,astrophysics
Nancy Joshua,junior-faculty,OECD,first_time,female,cosmology
Raphael Guzman,junior-faculty,OECD,returning,male,solar
Willie Howard,senior-faculty,non-OECD,first_time,male,cosmology
Thomas Bashaw,senior-faculty,OECD,first_time,male,astrophysics
Paul Johnson,senior-faculty,non-OECD,first_time,male,exoplanets
Anthony Goss,student,OECD,returning,male,cosmology
Glen Lowe,senior-faculty,non-OECD,returning,male,solar
John Maggio,senior-faculty,OECD,first_time,male,cosmology
Charles Blackman,senior-faculty,OECD,first_time,male,solar
Florence Neilson,junior-faculty,OECD,first_time,female,astrophysics
Earnest Billings,senior-faculty,non-OECD,first_time,male,
Keith Jones,junior-faculty,OECD,returning,male,exoplanets
Tammy Boyd,junior-faculty,OECD,returning,female,astrophysics
Christopher Thayer,junior-faculty,OECD,returning,male,solar
Armando Becker,student,non-OECD,first_time,male,cosmology
Eugene Smith,student,non-OECD,returning,male,solar
Jose Kama,senior-faculty,non-OECD,first_time,male,cosmology
Barbara Roth,junior-faculty,non-OECD,returning,female,cosmology
Eugenia Wells,senior-faculty,OECD,first_time,female,solar
Jennifer Stanley,junior-faculty,OECD,first_time,female,cosmology
Isabelle Maddox,senior-faculty,OECD,returning,female,solar
Jack Carter,senior-faculty,OECD,first_time,male,astrophysics
Flora Cook,junior-faculty,non-OECD,returning,female,astrophysics
Terry Quiroz,senior-faculty,non-OECD,first_time,male,astrophysics
Ida Delallo,senior-faculty,non-OECD,first_time,female,exoplanets
Richard Counts,student,OECD,returning,male,exoplanets
Michael Liggins,student,non-OECD,returning,male,cosmology
Heidi Graham,senior-faculty,non-OECD,returning,female,solar
Everett Spencer,student,non-OECD,returning,male,astrophysics
Beatrice Handley,senior-faculty,OECD,first_time,female,astrophysics
Robert Miles,student,OECD,first_time,male,astrophysics
Carl Gibson,senior-faculty,non-OECD,returning,male,exoplanets
Anthony Blume,junior-faculty,OECD,first_time,male,astrophysics
Crystal Collins,senior-faculty,OECD,returning,female,exoplanets
John Jacobson,student,non-OECD,first_time,male,solar
Christopher Waddell,senior-faculty,non-OECD,first_time,male,solar
Janet Thompson,student,non-OECD,first_time,female,exoplanets
Joe Carey,student,OECD,returning,male,astrophysics
Jerald Ortiz,junior-faculty,non-OECD,first_time,male,solar
James Randolph,junior-faculty,non-OECD,first_time,male,astrophysics
Mary Mcgee,student,,returning,female,solar
Derrick Quiroz,junior-faculty,OECD,returning,male,cosmology
William Moriarty,junior-faculty,non-OECD,first_time,male,astrophysics
Brenda Brown,student,OECD,returning,female,solar
Michael Weise,junior-faculty,,returning,male,cosmology
David Foster,student,non-OECD,first_time,male,cosmology
Willie Yeager,junior-faculty,OECD,returning,male,exoplanets
Mark Laureano,student,non-OECD,first_time,male,cosmology
Richard Morrison,senior-faculty,non-OECD,first_time,male,astrophysics
Fred Islas,junior-faculty,OECD,returning,male,astrophysics
Brigid Anderson,senior-faculty,,first_time,female,exoplanets
Kevin Orr,student,OECD,first_time,male,astrophysics
Daniel Gossett,student,OECD,returning,male,
Ernesto Cauley,junior-faculty,non-OECD,returning,male,cosmology
Shelley Mackie,student,non-OECD,returning,female,exoplanets
Mack Mckennon,junior-faculty,non-OECD,returning,male,astrophysics
Leslie Godbold,senior-faculty,OECD,returning,male,astrophysics
Lance Chaisson,junior-faculty,non-OECD,first_time,male,exoplanets
Christopher Coffman,junior-faculty,OECD,returning,male,exoplanets
Dana Struthers,student,OECD,first_time,female,cosmology
Monique Woolfrey,junior-faculty,OECD,first_time,female,cosmology
Shirley Stewart,senior-faculty,non-OECD,returning,female,exoplanets
Paul Blair,junior-faculty,non-OECD,returning,male,exoplanets
Dionne Powell,junior-faculty,non-OECD,first_time,other,exoplanets
Brian Runk,senior-faculty,non-OECD,returning,male,exoplanets
Danny Credi,junior-faculty,OECD,returning,male,astrophysics
Kirk Franklin,senior-faculty,non-OECD,returning,male,exoplanets
Raymond Sikorski,junior-faculty,OECD,first_time,male,solar
Robert Neal,student,non-OECD,first_time,male,exoplanets
Larry Hodnett,student,non-OECD,first_time,male,cosmology
Richard Thompson,junior-faculty,OECD,returning,male,astrophysics
Deborah Cooper,junior-faculty,non-OECD,returning,female,solar
Jason Walden,junior-faculty,OECD,first_time,male,solar
Nicholas Stevenson,junior-faculty,OECD,first_time,male,solar
Charles Erway,senior-faculty,non-OECD,returning,male,exoplanets
Thomas Koran,junior-faculty,OECD,returning,male,solar
Christy Shaffer,senior-faculty,OECD,returning,female,astrophysics
Kathryn Ganser,junior-faculty,non-OECD,returning,female,exoplanets
Thomas Straub,senior-faculty,non-OECD,returning,male,cosmology
Anibal Cortez,senior-faculty,non-OECD,first_time,male,solar
Edward Bennett,junior-faculty,OECD,first_time,male,solar
Dorothy Roman,junior-faculty,OECD,returning,female,exoplanets
Tim King,junior-faculty,OECD,returning,male,astrophysics
Eva Dietzel,junior-faculty,non-OECD,first_time,other,cosmology
Charles Bejjani,junior-faculty,non-OECD,first_time,,cosmology
Glenn King,junior-faculty,non-OECD,first_time,male,
Guadalupe Caruso,junior-faculty,non-OECD,returning,male,cosmology
Robert Henderson,senior-faculty,non-OECD,first_time,male,exoplanets
Viola Johnston,senior-faculty,OECD,returning,other,exoplanets
Ernest Mcbroom,student,non-OECD,first_time,male,astrophysics
Dean Smith,junior-faculty,non-OECD,returning,male,astrophysics
Annette Fox,student,non-OECD,returning,female,cosmology
Donald Brothers,student,OECD,returning,male,solar
Nicole Dammen,junior-faculty,OECD,first_time,female,exoplanets
William Kinsey,student,OECD,returning,male,exoplanets
Charles Claus,junior-faculty,non-OECD,first_time,male,astrophysics
Richard Maxwell,senior-faculty,non-OECD,first_time,male,exoplanets
August Oswalt,senior-faculty,OECD,returning,male,astrophysics
Derrick Newson,senior-faculty,non-OECD,first_time,male,
Sunshine Moody,junior-faculty,non-OECD,first_time,female,astrophysics
Charles Hayes,student,OECD,returning,male,astrophysics
Donna Whitney,student,OECD,returning,female,cosmology
Kenneth Lamoureux,senior-faculty,OECD,returning,male,cosmology
Jame Roberts,student,non-OECD,first_time,other,astrophysics
Kelvin Navarro,senior-faculty,non-OECD,returning,male,astrophysics
Dan Opatz,junior-faculty,non-OECD,returning,male,astrophysics
Doris Ferris,student,OECD,first_time,female,exoplanets
Raymond Ostrow,student,OECD,returning,male,exoplanets
Steve Cahoon,student,OECD,first_time,male,solar
Carlos Prichard,junior-faculty,non-OECD,first_time,male,solar
Annie Bass,junior-faculty,OECD,first_time,female,solar
Alex Arredondo,junior-faculty,OECD,returning,male,solar
Missy Sheehan,student,non-OECD,first_time,female,astrophysics
Lynn Ashworth,senior-faculty,non-OECD,first_time,female,cosmology
Jeremy Florens,senior-faculty,OECD,returning,male,exoplanets
Larry Barrow,student,non-OECD,returning,male,
James Rosas,student,OECD,first_time,male,exoplanets
Aaron Lopez,junior-faculty,OECD,returning,male,exoplanets
Dusti English,senior-faculty,non-OECD,first_time,female,exoplanets
Ralph Thomas,junior-faculty,,returning,male,exoplanets
Donald Mclain,student,OECD,first_time,male,exoplanets
James Dixon,junior-faculty,non-OECD,returning,male,astrophysics
Carol Barefield,student,OECD,returning,female,exoplanets
Kenneth Andrews,student,OECD,first_time,male,astrophysics
Frank Olson,student,OECD,returning,male,exoplanets
Laci Albert,student,OECD,first_time,female,astrophysics
Eugene Wolfe,junior-faculty,non-OECD,first_time,male,cosmology
Mike Hudkins,student,OECD,first_time,male,astrophysics
Carolyn Mccown,junior-faculty,non-OECD,first_time,female,solar
Douglas Gregory,senior-faculty,OECD,returning,male,solar
Raymond Futrell,junior-faculty,non-OECD,returning,male,solar
Arturo Schulman,junior-faculty,non-OECD,returning,male,exoplanets
Robert Reyes,senior-faculty,non-OECD,first_time,male,cosmology
Mary Ramirez,senior-faculty,non-OECD,first_time,female,astrophysics
Andrew Ginter,junior-faculty,non-OECD,first_time,male,cosmology
Carlton Funderburk,senior-faculty,non-OECD,returning,male,astrophysics
Charles Nelson,senior-faculty,OECD,returning,male,exoplanets
Lee Rodriguez,junior-faculty,non-OECD,returning,male,cosmology
Joel Shaw,junior-faculty,OECD,first_time,male,exoplanets
John Johnson,student,non-OECD,returning,male,cosmology
Donald Ballenger,student,OECD,first_time,male,solar
Jose Tiley,student,non-OECD,first_time,male,cosmology
Russell Wood,junior-faculty,non-OECD,first_time,male,exoplanets
Donald Garvey,senior-faculty,OECD,returning,male,exoplanets
John Mcdermott,student,OECD,returning,male,
Carl Jones,junior-faculty,,returning,male,exoplanets
Margaret Shurtliff,student,non-OECD,returning,female,
Jeffrey Foret,junior-faculty,non-OECD,first_time,male,solar
Lionel Gelabert,junior-faculty,non-OECD,first_time,male,cosmology
Lois Shields,senior-faculty,OECD,first_time,female,cosmology
Donald Catalano,junior-faculty,OECD,first_time,male,astrophysics
Herlinda Rodriguez,student,OECD,first_time,female,cosmology
Paul Diaz,student,non-OECD,returning,male,cosmology
Emily Donze,junior-faculty,non-OECD,first_time,female,exoplanets
Michael Mcduffie,junior-faculty,OECD,,male,exoplanets
Lucy Cantu,senior-faculty,non-OECD,first_time,other,astrophysics
Ryan Lopez,junior-faculty,non-OECD,first_time,male,exoplanets
Patrick Thomas,senior-faculty,OECD,returning,male,solar
Ezra Vankirk,student,OECD,first_time,male,exoplanets
Mark Baker,student,non-OECD,returning,male,exoplanets
Steve Eaton,junior-faculty,OECD,first_time,male,solar
Ryan Barnes,junior-faculty,non-OECD,first_time,male,cosmology
Joseph Crowner,junior-faculty,OECD,first_time,other,exoplanets
Meredith Huffman,senior-faculty,non-OECD,returning,female,exoplanets
Mary Aguilar,student,non-OECD,returning,female,cosmology
Gregory Miller,junior-faculty,OECD,first_time,male,solar
Ralph Batchelor,junior-faculty,non-OECD,returning,male,astrophysics
Charles Long,senior-faculty,non-OECD,first_time,male,exoplanets
Gerald Johansen,senior-faculty,non-OECD,returning,male,exoplanets
Scott Calvert,student,non-OECD,returning,male,solar
Alvin Capps,senior-faculty,OECD,returning,male,solar
Rene Stewart,junior-faculty,,first_time,,solar
Judy Landingham,senior-faculty,,first_time,female,astrophysics
William Villarreal,junior-faculty,OECD,first_time,male,astrophysics
Carlos Davis,junior-faculty,non-OECD,returning,male,exoplanets
Matthew Fournier,senior-faculty,non-OECD,returning,male,astrophysics
Robert Andresen,student,OECD,first_time,male,solar
Willie Anderson,junior-faculty,non-OECD,first_time,male,solar
Becky Smith,student,non-OECD,first_time,female,astrophysics
Mark Bilotto,student,OECD,returning,male,exoplanets
Robert Bouyer,student,OECD,first_time,male,cosmology
Miguel Ortiz,student,OECD,first_time,male,solar
Jack Button,senior-faculty,non-OECD,first_time,male,solar
Willie Floyd,student,OECD,first_time,female,cosmology
