applicant_name,career_stage,country,first_time,gender,subfield
Joshua Ostler,junior-faculty,OECD,returning,male,astrophysics
Paul Mackenzie,senior-faculty,OECD,returning,male,cosmology
Donald Quarles,junior-faculty,OECD,returning,male,exoplanets
Daniel Tolbert,junior-faculty,OECD,first_time,male,exoplanets
Michael Denney,junior-faculty,,first_time,male,cosmology
Howard Mccool,senior-faculty,OECD,returning,male,solar
Felicia Hafenstein,senior-faculty,OECD,returning,female,astrophysics
Annie Johnson,junior-faculty,OECD,returning,female,solar
Willie Dutcher,junior-faculty,OECD,returning,male,solar
Stephen Cross,senior-faculty,,returning,male,exoplanets
Wayne Taylor,junior-faculty,OECD,returning,male,astrophysics
James Canby,junior-faculty,OECD,returning,male,astrophysics
Brandon Torres,senior-faculty,OECD,first_time,male,cosmology
Richard Lay,junior-faculty,OECD,first_time,male,solar
Scott Blue,senior-faculty,OECD,returning,male,astrophysics
Charles Torres,junior-faculty,OECD,returning,male,exoplanets
Alfonso Leyh,junior-faculty,OECD,returning,male,cosmology
Beverly Bennett,junior-faculty,,returning,female,solar
Steven Jones,student,OECD,returning,male,solar
Garland Morganfield,junior-faculty,OECD,first_time,male,exoplanets
Daniel Poitier,junior-faculty,OECD,returning,male,cosmology
Raymond Weiss,senior-faculty,OECD,returning,male,exoplanets
Mario Marcucci,senior-faculty,OECD,first_time,male,cosmology
Christopher Thompson,junior-faculty,OECD,returning,male,astrophysics
Rosario Horstman,senior-faculty,OECD,first_time,male,astrophysics
Bernard Harris,junior-faculty,OECD,returning,male,cosmology
Mike Sherratt,junior-faculty,non-OECD,first_time,male,solar
Debra Graff,senior-faculty,OECD,first_time,female,exoplanets
Tracey Thomas,junior-faculty,OECD,returning,,astrophysics
Cleveland Halloran,junior-faculty,OECD,returning,male,astrophysics
Cecil Woolery,junior-faculty,OECD,returning,male,exoplanets
Richard Bullock,senior-faculty,OECD,returning,male,astrophysics
Tabitha Ritter,junior-faculty,OECD,first_time,female,exoplanets
Mary Morris,senior-faculty,OECD,returning,other,exoplanets
Alexander Ellis,junior-faculty,OECD,returning,male,
Amy Davey,senior-faculty,OECD,returning,female,cosmology
Marc Rhoads,senior-faculty,OECD,returning,male,astrophysics
Carol Isley,junior-faculty,OECD,returning,female,exoplanets
Beverly Martinez,junior-faculty,OECD,first_time,other,exoplanets
Sherri Gibbs,senior-faculty,OECD,returning,other,astrophysics
Nick Lohman,junior-faculty,OECD,returning,male,cosmology
Ashley Kincheloe,senior-faculty,OECD,returning,female,exoplanets
Manuel Caldwell,senior-faculty,OECD,returning,male,solar
Eugene Parmley,junior-faculty,OECD,returning,male,exoplanets
James Cleveland,junior-faculty,OECD,returning,male,solar
Joseph Linker,senior-faculty,OECD,returning,male,
David Valadez,student,OECD,first_time,male,astrophysics
Chad Gainey,junior-faculty,OECD,returning,male,solar
Maria Dorst,junior-faculty,OECD,first_time,female,cosmology
Lawrence Birchfield,,OECD,returning,male,cosmology
Deborah Jack,junior-faculty,OECD,first_time,female,exoplanets
Jon Bierman,junior-faculty,OECD,first_time,male,solar
Anthony Duckworth,junior-faculty,OECD,returning,male,exoplanets
James Jenkins,junior-faculty,OECD,returning,male,exoplanets
Gregory Rodriguez,senior-faculty,OECD,first_time,male,solar
Emmanuel Hosey,senior-faculty,OECD,returning,male,cosmology
Ron Petrin,senior-faculty,OECD,first_time,other,astrophysics
James Hill,senior-faculty,OECD,returning,male,cosmology
Stewart Henderson,senior-faculty,OECD,returning,male,exoplanets
Velma Coombs,junior-faculty,OECD,returning,female,cosmology
Larry Rocha,student,OECD,first_time,male,astrophysics
Barbara Barnett,junior-faculty,OECD,returning,,cosmology
Alyson Ellis,junior-faculty,OECD,returning,female,solar
Sandra Peoples,senior-faculty,non-OECD,returning,,solar
Larry Branson,senior-faculty,OECD,returning,male,cosmology
Benedict Foster,student,OECD,returning,other,exoplanets
Carl Sanderson,senior-faculty,OECD,first_time,male,cosmology
Andrew Frank,junior-faculty,OECD,returning,male,cosmology
Brian Mathis,junior-faculty,OECD,returning,male,cosmology
Timothy Spencer,junior-faculty,OECD,first_time,male,exoplanets
Leonard Newkirk,senior-faculty,OECD,returning,male,solar
Martha Burden,senior-faculty,OECD,first_time,female,solar
Lloyd Mencia,junior-faculty,OECD,returning,,astrophysics
Lester Wald,junior-faculty,OECD,,male,astrophysics
Florence Mcneal,junior-faculty,OECD,first_time,female,cosmology
Sylvia Parker,junior-faculty,OECD,returning,female,solar
Jorge Cauthen,junior-faculty,OECD,first_time,male,cosmology
Steven Ramey,senior-faculty,OECD,returning,male,cosmology
Michael Vassallo,senior-faculty,OECD,returning,male,cosmology
Michael Hines,student,OECD,returning,male,solar
Gale Chenault,junior-faculty,OECD,returning,male,exoplanets
Hans Hill,,OECD,returning,,astrophysics
Deane Patrone,junior-faculty,non-OECD,first_time,female,exoplanets
Domingo Collins,junior-faculty,OECD,returning,male,exoplanets
Jeffrey Honaker,senior-faculty,OECD,returning,male,astrophysics
William Gladstone,senior-faculty,OECD,first_time,male,astrophysics
Roseann Maxey,junior-faculty,OECD,first_time,female,cosmology
Luke Rehart,senior-faculty,OECD,returning,male,cosmology
Natasha Holloway,student,OECD,returning,female,
Kevin Cardero,senior-faculty,OECD,first_time,male,exoplanets
Mary Hernandez,junior-faculty,OECD,first_time,female,exoplanets
Jose Darling,senior-faculty,OECD,returning,male,astrophysics
Joe Brown,junior-faculty,OECD,returning,male,astrophysics
Robert Erickson,senior-faculty,non-OECD,first_time,male,solar
Rita Johnson,senior-faculty,OECD,first_time,female,astrophysics
Ralph Gage,junior-faculty,OECD,returning,male,exoplanets
Iris Clark,junior-faculty,OECD,returning,female,cosmology
George Avina,junior-faculty,non-OECD,first_time,male,solar
Louis Malamud,junior-faculty,OECD,returning,male,exoplanets
Wilbert Hobbs,senior-faculty,non-OECD,returning,male,solar
Scott Sisson,junior-faculty,OECD,first_time,male,astrophysics
Cory Mccollum,senior-faculty,OECD,returning,other,exoplanets
James Padillo,senior-faculty,OECD,returning,male,astrophysics
Keith Whitney,senior-faculty,OECD,first_time,male,astrophysics
Paula Pursell,junior-faculty,OECD,returning,female,solar
Donald Huntington,junior-faculty,OECD,returning,male,solar
Danny Schroeder,senior-faculty,OECD,returning,male,cosmology
Kenneth Rodrigue,junior-faculty,OECD,first_time,male,cosmology
James Suzuki,junior-faculty,OECD,returning,male,cosmology
Armando Chase,junior-faculty,OECD,returning,male,astrophysics
Carlos Pierce,junior-faculty,OECD,returning,male,cosmology
Natalie Johnson,student,OECD,returning,female,cosmology
Colleen Travers,junior-faculty,OECD,returning,female,
John Casey,junior-faculty,OECD,first_time,male,cosmology
Jimmy Davis,junior-faculty,OECD,returning,male,cosmology
Shakira Wilson,senior-faculty,OECD,first_time,female,cosmology
Shirley Robbins,senior-faculty,OECD,returning,other,astrophysics
Marie Dacosta,junior-faculty,OECD,returning,female,solar
Leon Lyons,junior-faculty,OECD,returning,male,astrophysics
Ray Sanchez,junior-faculty,OECD,first_time,male,exoplanets
Edward Inman,junior-faculty,OECD,first_time,male,astrophysics
Jorge Landis,junior-faculty,OECD,first_time,male,astrophysics
Melisa Gardner,junior-faculty,OECD,returning,female,cosmology
Dalton Harrison,senior-faculty,OECD,returning,male,cosmology
Emory Ellis,senior-faculty,OECD,returning,male,astrophysics
Thomas Veal,junior-faculty,non-OECD,returning,male,exoplanets
David Haneke,senior-faculty,OECD,returning,male,cosmology
Clinton Short,junior-faculty,non-OECD,first_time,male,astrophysics
Timothy Doyle,junior-faculty,OECD,returning,male,cosmology
Joy Nickel,junior-faculty,OECD,returning,female,solar
Matthew Withers,senior-faculty,OECD,returning,male,solar
April Nash,senior-faculty,OECD,returning,female,cosmology
Randy Mikel,junior-faculty,OECD,returning,male,solar
Michael Tellefson,junior-faculty,OECD,returning,male,exoplanets
Steven Williams,senior-faculty,OECD,first_time,male,exoplanets
Christopher Heard,junior-faculty,OECD,returning,male,cosmology
Joshua Jones,junior-faculty,non-OECD,first_time,male,exoplanets
Willie Wong,senior-faculty,OECD,first_time,male,astrophysics
Harlan Ames,junior-faculty,OECD,returning,male,cosmology
Andrea Olson,senior-faculty,OECD,returning,female,astrophysics
Robert Cartagena,junior-faculty,OECD,returning,male,astrophysics
Michael Epps,senior-faculty,OECD,returning,male,solar
Saul Guillot,student,OECD,returning,male,solar
William Brandt,junior-faculty,OECD,returning,male,solar
Diane Uribe,senior-faculty,OECD,first_time,female,astrophysics
John Adame,student,OECD,first_time,male,cosmology
David Hill,junior-faculty,OECD,first_time,male,exoplanets
Cheryle Baumbusch,junior-faculty,OECD,first_time,female,solar
Sharon Hatcher,junior-faculty,OECD,returning,female,exoplanets
David Strunk,junior-faculty,OECD,returning,male,exoplanets
Billy Schneider,student,OECD,returning,male,solar
Christopher Taylor,junior-faculty,OECD,first_time,male,solar
William Slusser,junior-faculty,OECD,returning,male,cosmology
Willie Ipock,senior-faculty,OECD,first_time,male,astrophysics
Mildred Richardson,junior-faculty,OECD,returning,other,cosmology
Elaine Yeend,student,OECD,returning,female,cosmology
Willie James,junior-faculty,non-OECD,returning,male,cosmology
Jesica Henderson,junior-faculty,OECD,first_time,female,exoplanets
Brittany Mcqueen,senior-faculty,OECD,returning,female,solar
Andrew Mobley,senior-faculty,OECD,first_time,male,solar
Robert Mattingly,junior-faculty,OECD,returning,male,cosmology
Steven Little,junior-faculty,OECD,first_time,male,
Frank Brooks,junior-faculty,OECD,returning,male,exoplanets
David Gutierrez,student,OECD,first_time,male,astrophysics
Paul Reeves,senior-faculty,OECD,returning,male,cosmology
Patricia Meza,student,OECD,returning,female,solar
Theodore Marr,junior-faculty,OECD,first_time,male,cosmology
Mary Dodson,junior-faculty,OECD,returning,female,exoplanets
Charles Crabtree,junior-faculty,OECD,first_time,male,astrophysics
Jesus Harris,junior-faculty,OECD,returning,male,astrophysics
Christopher Becker,junior-faculty,OECD,first_time,male,cosmology
Paul Handelman,senior-faculty,OECD,returning,male,solar
Michael Agosto,senior-faculty,OECD,returning,male,cosmology
Joseph Gonzalez,junior-faculty,OECD,returning,male,cosmology
Michael Hajek,senior-faculty,OECD,returning,male,solar
Francis Swayzer,junior-faculty,OECD,returning,male,exoplanets
Matthew Smith,junior-faculty,OECD,first_time,male,solar
Constance Massman,junior-faculty,OECD,returning,female,astrophysics
Jesus Mcclain,senior-faculty,OECD,first_time,male,astrophysics
Ronald Weber,senior-faculty,OECD,returning,male,cosmology
Jessica Fraiser,junior-faculty,OECD,returning,female,cosmology
Miguel Santiago,junior-faculty,OECD,first_time,male,
James Zambrano,junior-faculty,OECD,returning,male,astrophysics
Pedro Delgado,junior-faculty,OECD,returning,male,solar
Albert Martel,junior-faculty,OECD,first_time,male,solar
Arthur Balderama,junior-faculty,OECD,first_time,male,cosmology
Joann Hennon,junior-faculty,OECD,returning,female,astrophysics
Christopher Varner,junior-faculty,non-OECD,first_time,male,solar
Pamelia Jewels,senior-faculty,OECD,returning,female,astrophysics
Crystal Wood,junior-faculty,OECD,returning,female,solar
Dean Micklos,junior-faculty,OECD,first_time,female,exoplanets
Jamila Cobb,junior-faculty,OECD,returning,other,exoplanets
David Marino,student,OECD,first_time,male,cosmology
Brenda Ennis,junior-faculty,OECD,first_time,female,astrophysics
Victor Powell,senior-faculty,OECD,returning,male,cosmology
John Roy,senior-faculty,OECD,returning,male,astrophysics
Thomas Buckley,senior-faculty,OECD,returning,male,cosmology
John Borders,junior-faculty,OECD,first_time,male,cosmology
Michael Addison,junior-faculty,OECD,returning,male,exoplanets
Alfred Nelson,student,OECD,returning,male,exoplanets
John Brewer,junior-faculty,OECD,returning,male,exoplanets
